32.301827,61.720382,-279.573245
32.651857,57.680566,-273.177958
27.662532,63.580978,-292.290557
1.575238,56.761444,-288.925251
0.528808,52.386529,-277.998637
3.994844,45.205584,-283.677699
5.57212,43.251915,-273.43526
24.849675,41.942589,-281.414767
23.391771,70.461158,-279.470705
6.331769,66.575594,-278.873597
7.548709,64.915758,-267.565319
10.75321,58.151093,-256.547419
12.931764,66.913717,-294.137554
18.018845,68.553111,-292.401464
25.441002,46.777445,-292.522075
12.945806,43.482053,-261.425658
25.374648,49.633333,-256.33998
14.146586,69.234152,-270.814468
6.977581,62.771262,-295.052571
3.912879,59.76799,-266.001152
3.809165,48.467839,-266.96687
16.411502,39.472725,-269.773934
16.622847,39.037903,-279.18111
11.343068,42.190126,-289.593768
28.713756,43.577371,-274.669261
24.455448,42.241906,-264.624376
32.502955,50.855657,-284.030565
22.716294,43.029967,-286.83355
29.048012,58.188393,-259.149865
31.802995,57.799137,-267.320525
